lng,lat
-117.099998,32.900002
-117.099998,32.900002
-117.099998,32.900002
-100.495201,37.047699
-98.099998,40.200001
-98.099998,40.200001
-100.900002,37.099998
-105.699997,39.299999
-100.500000,36.799999
-100.477097,37.044701
-117.000000,33.900002
-117.000000,33.900002
-117.000000,33.900002
-117.000000,33.900002
-117.000000,33.900002
-117.000000,34.799999
-161.899994,66.599998
-114.099998,39.000000
-87.900002,34.700001
-102.300003,21.799999
-103.199997,20.299999
-82.070274,28.799168
-93.199997,36.000000
-98.099998,39.799999
-100.300003,37.200001
-147.800003,64.800003
-82.199997,28.799999
-100.300003,37.200001
-78.699997,39.599998
-110.199997,32.000000
-81.821114,27.041668
-117.000000,33.900002
-114.500000,31.700001
-117.800003,33.599998
