Canis aureus,species,2.588,0,5.916700,35.750000
Canis aureus,species,2.588,0,5.916700,35.750000
Canis anthus,species,2.588,0,5.916700,35.750000
Canis,genus,2.588,0,5.916700,35.750000
Canis aureus,species,2.588,0,5.916700,35.750000
Canis anthus,species,2.588,0,5.916700,35.750000
Canis aureus,species,2.588,0.0117,32.950001,24.766701
Canis aureus,species,0.0117,0,25.500000,23.000000
Canis,genus,0.0117,0,24.633301,-27.616699
Canis,genus,2.588,0.0117,24.633301,-27.616699
Canis mesomelas,species,2.588,0.0117,18.000000,-33.000000
Canis mesomelas,species,1.806,0.781,27.721100,-26.016899
Canis,genus,2.588,0,29.823000,1.374000
Canis,genus,23.03,2.588,18.150000,-32.976002
Canis,genus,5.333,3.6,18.150000,-32.976002
Canis mesomelas,species,3.6,2.588,28.950001,-24.200001
Canis aureus,species,2.588,0.0117,-6.081400,34.435600
Canis,genus,2.588,0.0117,33.000000,24.500000
Canis mesomelas,species,2.588,1.806,35.373600,-2.980600
Canis mesomelas,species,2.588,0.781,35.344398,-2.986100
Canis,genus,0.0117,0,18.866699,-34.150002
Canis,genus,0.0117,0,25.916700,-30.416700
Canis,genus,0.0117,0,36.250000,15.250000
Canis aureus,species,2.588,0.0117,28.900000,22.900000
Canis,genus,2.588,0,30.726400,22.516701
Canis familiaris,species,0.0117,0,31.933300,-14.402200
Canis mesomelas,species,0.0117,0,23.716700,-28.799999
Canis,genus,0.0117,0,24.633301,-27.616699
Canis,genus,0.0117,0,25.866699,-30.233299
Canis mesomelas,species,2.588,0.0117,23.555300,-27.845800
Canis mesomelas,species,2.588,0.0117,24.400000,-34.099998
Canis mesomelas,species,0.0117,0,24.400000,-34.099998
Canis mesomelas,species,2.588,0.0117,18.683300,-34.083302
Canis,genus,0.0117,0,27.633301,-29.083300
Canis mesomelas,species,2.588,0,22.183300,-33.533298
Canis mesomelas,species,2.588,0,21.866699,-33.511101
Canis mesomelas,species,2.588,0,19.466700,-34.583302
Canis mesomelas,species,2.588,0.0117,18.250000,-33.083302
Canis mesomelas,species,0.781,0.0117,36.167000,-1.767000
Canis adustus,species,0.781,0.0117,36.167000,-1.767000
Canis,genus,0.781,0.0117,36.167000,-1.767000
Canis mesomelas,species,0.781,0.0117,36.167000,-1.767000
Canis,genus,0.781,0.0117,36.167000,-1.767000
Canis mesomelas,species,1.806,0.781,35.776001,4.176000
Canis mesomelas,species,2.588,1.806,35.724998,4.050000
Canis mesomelas,species,5.333,0.781,27.733299,-26.016701
Canis,genus,5.333,0.781,27.733299,-26.016701
Canis,genus,1.806,0.781,27.733601,-26.016701
Canis mesomelas,species,2.588,0.781,27.720800,-26.016701
Canis mesomelas,species,2.588,0.781,27.720800,-26.016701
Canis mesomelas,species,2.588,0.0117,27.720800,-26.016701
Canis mesomelas,species,2.588,0.0117,27.720800,-26.016701
Canis mesomelas,species,5.333,0.0117,27.720800,-26.016701
Canis mesomelas,species,5.333,2.588,27.720800,-26.016701
Canis mesomelas,species,2.588,0.0117,27.720800,-26.016701
Canis mesomelas,species,2.588,0.0117,27.720800,-26.016701
Canis aureus,species,2.588,0,20.533300,32.133301
Canis,genus,2.588,0,22.166700,32.866699
Canis,genus,0.0117,0,33.750000,16.250000
Canis,genus,0.0117,0,33.750000,16.250000
Canis,genus,0.0117,0,18.833300,-33.383301
Canis,genus,0.0117,0,18.833300,-33.383301
Canis mesomelas,species,2.588,0,28.750000,-15.416700
Canis mesomelas,species,2.588,0.0117,17.950001,-33.023102
Canis mesomelas,species,2.588,0,19.376802,-34.546085
Canis mesomelas,species,2.588,0.0117,24.616699,-27.616699
Canis,genus,2.588,0,25.650000,-33.599998
Canis,genus,0.0117,0,33.750000,16.250000
Canis mesomelas,species,5.333,0.0117,27.500000,-26.500000
Canis mesomelas,species,2.588,0.0117,36.250000,-1.750000
Canis adustus,species,2.588,0.0117,36.250000,-1.750000
Canis,genus,2.588,0.0117,36.250000,-1.750000
Canis,genus,2.588,0,29.600000,0.133300
Canis,genus,0.0117,0,29.823099,1.231400
Canis,genus,23.03,2.588,18.150000,-32.976002
Canis,genus,5.333,0.0117,27.750000,-26.000000
Canis,genus,5.333,0.0117,27.750000,-26.000000
Canis,genus,5.333,0.0117,27.750000,-26.000000
Canis mesomelas,species,5.333,0.0117,27.750000,-26.000000
Canis,genus,5.333,0.0117,27.750000,-26.000000
Canis adustus,species,3.6,2.588,28.950001,-24.200001
Canis,genus,5.333,2.588,35.130001,-3.130000
Canis mesomelas,species,2.588,0.781,36.349998,4.083333
Canis aureus,species,3.6,2.588,-7.650000,33.583332
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,2.588,0.781,22.033333,46.966667
Canis,genus,0.781,0.126,22.033333,46.966667
Canis lupus,species,2.588,0.0117,69.966667,38.349998
Canis lupus,species,2.588,0.0117,69.966667,38.349998
Canis,genus,0.781,0.126,36.750000,35.133331
Canis,genus,2.588,0.0117,5.600000,50.483334
Canis,genus,5.333,2.588,36.049999,2.900000
Canis latrans,species,0.126,0.0117,-80.397499,27.638332
Canis,genus,0.126,0.0117,-80.397499,27.638332
Canis adustus,species,2.588,0.0117,-7.583333,33.583332
Canis adustus,species,2.588,0.0117,-7.583333,33.583332
Canis adustus,species,0.781,0.126,-7.583333,33.583332
Canis,genus,0.781,0.126,-101.186203,42.118900
Canis,genus,5.333,2.588,69.666946,38.310833
Canis,genus,5.333,2.588,68.000000,38.000000
Canis,genus,2.588,0.781,79.000000,45.000000
Canis,genus,2.588,0.781,78.000000,44.000000
Canis,genus,3.2,0.0117,23.150000,40.683334
Canis,genus,3.2,0.0117,23.150000,40.683334
Canis,genus,2.588,0.0117,123.433334,41.166668
Canis,genus,3.2,0.0117,21.799999,37.983334
Canis lupus,species,2.588,0.781,21.600000,37.516666
Canis,genus,2.588,0.781,22.950001,39.366669
Canis,genus,2.588,0.781,22.950001,39.366669
Canis,genus,2.588,0.781,22.950001,39.366669
Canis,genus,2.588,0.781,23.466667,40.566666
Canis,genus,2.588,0.781,23.466667,40.566666
Canis,genus,2.588,0.781,23.466667,40.566666
Canis apolloniensis,species,2.588,0.781,23.466667,40.566666
Canis,genus,2.588,0.781,23.466667,40.566666
Canis lupus,species,2.588,0.126,22.950001,39.366669
Canis,genus,2.588,0.0117,-3.518889,42.352501
Canis,genus,2.588,0.781,-2.466667,37.716667
Canis,genus,2.588,0.781,-2.466667,37.716667
Canis,genus,2.588,0.781,-0.866667,37.616669
Canis,genus,2.588,0.0117,-3.518889,42.352501
Canis,genus,0.781,0.126,-3.518889,42.352501
Canis lupus,species,0.781,0.126,3.518889,42.352501
Canis lupus,species,0.781,0.126,-3.518889,42.352501
Canis,genus,3.2,2.588,-0.150000,39.849998
Canis,genus,0.781,0.126,-2.566667,37.583332
Canis,genus,0.781,0.126,20.500000,48.083332
Canis,genus,5.333,0.0117,0.383333,43.133331
Canis,genus,2.588,0.126,-2.533333,37.816666
Canis,genus,3.2,2.588,20.750000,48.516666
Canis,genus,3.2,2.588,18.450001,45.866669
Canis lupus,species,3.2,2.588,18.450001,45.866669
Canis,genus,3.2,2.588,18.450001,45.866669
Canis,genus,3.2,2.588,18.383333,46.966667
Canis,genus,2.588,0.781,20.750000,48.516666
Canis,genus,2.588,0.781,20.750000,48.516666
Canis lupus,species,2.588,0.781,18.400000,45.833332
Canis,genus,2.588,0.781,18.400000,45.833332
Canis,genus,2.588,0.781,18.450001,45.866669
Canis,genus,0.781,0.126,18.450001,45.866669
Canis,genus,0.781,0.126,20.533333,48.049999
Canis lupus,species,2.588,0.126,16.799999,49.400002
Canis lupus,species,0.781,0.126,12.300000,41.883331
Canis lupus,species,0.781,0.126,11.316667,51.400002
Canis lupus,species,2.588,0.0117,11.383300,50.983299
Canis lupus,species,0.781,0.126,14.083333,49.933334
Canis lupus,species,0.781,0.126,14.583333,50.183334
Canis lupus,species,0.781,0.126,9.950000,49.816666
Canis,genus,5.333,3.6,114.599998,39.840000
Canis,genus,5.333,3.6,114.599998,39.840000
Canis,genus,2.588,0.0117,11.300000,42.400002
Canis familiaris,species,2.588,0,8.833300,45.799999
Canis,genus,2.588,0.0117,100.940002,24.870001
Canis,genus,2.588,0.0117,35.566666,32.683334
Canis,genus,2.588,0.0117,35.566666,32.683334
Canis,genus,2.588,0.0117,35.566666,32.683334
Canis,genus,2.588,0.781,37.500000,5.250000
Canis lupus,species,2.588,0.0117,-84.800003,34.200001
Canis,genus,0.126,0.0117,35.049999,32.716667
Canis,genus,2.588,0.0117,35.049999,32.716667
Canis lupus,species,2.588,0.0117,31.913889,38.279167
Canis aureus,species,2.588,0.0117,31.913889,38.279167
Canis,genus,2.588,0.781,30.520555,39.776669
Canis,genus,5.333,0.0117,35.463055,40.873333
Canis,genus,5.333,2.588,39.713890,47.236389
Canis,genus,5.333,2.588,39.713890,47.236389
Canis,genus,2.588,0.781,23.916668,44.750000
Canis,genus,2.588,0.781,23.916668,44.750000
Canis,genus,5.333,2.588,44.041668,41.616669
Canis,genus,5.333,2.588,25.549999,46.016666
Canis lupus,species,2.588,0.781,108.500000,51.833332
Canis,genus,5.333,2.588,45.990555,41.393055
Canis,genus,5.333,3.2,41.816666,45.033333
Canis,genus,2.588,0.0117,44.116669,41.966667
Canis lupus,species,0.781,0.0117,84.271942,49.738609
Canis,genus,2.588,0.781,13.848056,44.868332
Canis,genus,2.588,1.806,-0.916667,40.216667
Canis,genus,5.333,0.0117,69.111115,38.598331
Canis,genus,5.333,2.588,68.966667,37.333332
Canis,genus,0.781,0.126,53.426945,39.459999
Canis,genus,8.7,5.333,-2.596667,40.347221
Canis,genus,5.333,2.588,23.916668,44.750000
Canis lupus,species,0.781,0.126,13.664444,45.768612
Canis,genus,2.588,0.781,15.450000,41.783333
Canis,genus,2.588,0.781,15.450000,41.783333
Canis,genus,2.588,0.781,15.450000,41.783333
Canis,genus,2.588,0.781,15.450000,41.783333
Canis,genus,2.588,0.781,15.450000,41.783333
Canis,genus,2.588,0.781,15.450000,41.783333
Canis aureus,species,0.781,0.126,-8.874444,31.869167
Canis,genus,0.781,0.126,-8.874444,31.869167
Canis,genus,2.588,0.781,3.416667,45.166668
Canis lupus,species,0.781,0.126,28.964722,41.018612
Canis aureus,species,0.781,0.126,28.964722,41.018612
Canis,genus,0.781,0.126,14.216667,40.549999
Canis,genus,0.781,0.0117,0.150000,45.650002
Canis lupus,species,0.781,0.0117,0.150000,45.983334
Canis lupus,species,0.126,0.0117,0.150000,45.650002
Canis lupus,species,0.126,0.0117,0.150000,45.650002
Canis lupus,species,0.126,0.0117,0.150000,45.650002
Canis lupus,species,0.126,0.0117,0.150000,45.650002
Canis lupus,species,0.126,0.0117,0.150000,45.650002
Canis lupus,species,2.588,0.781,11.250000,45.416668
Canis,genus,0.781,0.126,11.250000,45.416668
Canis lupus,species,0.781,0.126,11.250000,45.416668
Canis,genus,0.781,0.126,11.250000,45.416668
Canis lupus,species,0.781,0.126,11.250000,45.416668
Canis lupus,species,0.781,0.126,11.250000,45.416668
Canis lupus,species,0.781,0.126,11.250000,45.416668
Canis,genus,0.781,0.126,11.250000,45.416668
Canis lupus,species,0.781,0.126,11.250000,45.416668
Canis lupus,species,2.588,0.0117,11.033333,45.616669
Canis,genus,2.588,0.0117,11.033333,45.616669
Canis,genus,0.781,0.0117,11.000000,45.450001
Canis lupus,species,0.781,0.126,11.100000,46.016666
Canis,genus,0.781,0.126,11.100000,46.016666
Canis,genus,0.781,0.126,11.333333,45.616669
Canis lupus,species,0.126,0.0117,11.550000,45.549999
Canis lupus,species,0.781,0.126,13.748611,45.736389
Canis lupus,species,0.781,0.0117,13.729444,45.726391
Canis lupus,species,0.781,0.126,12.200000,41.849998
Canis lupus,species,2.588,0.0117,18.183332,40.383331
Canis,genus,2.588,0.781,11.966667,43.099998
Canis,genus,2.588,0.781,11.466667,43.616669
Canis,genus,2.588,0.781,11.466667,43.616669
Canis,genus,5.333,0.0117,3.516667,45.250000
Canis,genus,3.2,2.588,3.863056,45.120556
Canis,genus,3.2,2.588,2.919444,45.688610
Canis,genus,2.588,1.806,3.450000,45.150002
Canis,genus,2.588,0.781,3.866667,45.066666
Canis,genus,2.588,0.781,3.900000,45.116669
Canis,genus,2.588,0.781,3.850000,45.116669
Canis lupus,species,0.126,0.0117,160.000000,68.750000
Canis,genus,2.588,0.781,159.300003,70.000000
